wait,2000
walk,3753,1287,0
walk,3748,1284,0
walk,3741,1280,0
walk,3735,1276,0
walk,3729,1273,0
walk,3720,1268,0
walk,3716,1266,0
walk,3709,1262,0
walk,3704,1259,0
walk,3696,1255,0
walk,3688,1252,0
walk,3681,1248,0
walk,3674,1243,0
walk,3662,1243,0
walk,3657,1245,0
walk,3649,1248,0
walk,3641,1251,0
walk,3635,1252,0
walk,3626,1253,0
walk,3622,1254,0
walk,3613,1255,0
walk,3607,1255,0
walk,3599,1256,0
walk,3591,1256,0
walk,3584,1255,0
walk,3576,1254,0
walk,3570,1252,0
walk,3563,1246,0
walk,3556,1240,0
walk,3549,1235,0
walk,3542,1228,0
walk,3534,1221,0
walk,3530,1216,0
walk,3524,1210,0
walk,3518,1203,0
walk,3513,1197,0
walk,3508,1192,0
walk,3502,1185,0
walk,3496,1179,0
walk,3491,1176,0
walk,3486,1171,0
walk,3479,1165,0
walk,3475,1161,0
walk,3470,1156,0
walk,3465,1150,0
walk,3462,1148,0
walk,3457,1142,0
walk,3454,1137,0
walk,3448,1132,0
walk,3441,1124,0
walk,3436,1119,0
walk,3431,1114,0
walk,3425,1108,0
walk,3421,1104,0
walk,3416,1099,0
walk,3410,1094,0
walk,3406,1089,0
walk,3401,1085,0
walk,3396,1080,0
walk,3392,1075,0
walk,3386,1069,0
walk,3377,1060,0
walk,3367,1050,0
walk,3363,1045,0
walk,3358,1039,0
walk,3350,1037,0
walk,3343,1037,0
walk,3335,1039,0
walk,3326,1042,0
walk,3317,1049,0
walk,3315,1052,0
walk,3310,1056,0
walk,3307,1060,0
walk,3302,1065,0
walk,3299,1069,0
walk,3295,1073,0
walk,3292,1078,0
walk,3289,1083,0
walk,3286,1089,0
walk,3283,1094,0
walk,3281,1099,0
walk,3278,1105,0
walk,3276,1109,0
walk,3274,1114,0
walk,3272,1119,0
walk,3269,1127,0
walk,3267,1132,0
walk,3264,1136,0
walk,3261,1141,0
walk,3258,1145,0
walk,3257,1149,0
walk,3256,1152,0
walk,3254,1156,0
walk,3251,1162,0
walk,3248,1166,0
walk,3244,1170,0
walk,3240,1174,0
walk,3234,1177,0
walk,3228,1180,0
walk,3223,1182,0
walk,3216,1184,0
walk,3209,1186,0
walk,3202,1187,0
walk,3194,1188,0
walk,3183,1189,0
walk,3177,1190,0
walk,3171,1192,0
walk,3165,1194,0
walk,3158,1196,0
walk,3152,1198,0
walk,3143,1201,0
walk,3136,1203,0
walk,3139,1202,0
walk,3130,1204,0
walk,3123,1205,0
walk,3115,1206,0
walk,3107,1207,0
walk,3101,1208,0
walk,3093,1209,0
walk,3082,1210,0
walk,3075,1211,0
walk,3068,1211,0
walk,3059,1212,0
walk,3049,1212,0
walk,3039,1213,0
walk,3030,1213,0
walk,3024,1213,0
walk,3019,1213,0
walk,3012,1212,0
walk,3008,1211,0
walk,3002,1211,0
walk,2997,1210,0
walk,2991,1208,0
walk,2984,1206,0
walk,2978,1205,0
walk,2972,1203,0
walk,2966,1202,0
walk,2961,1200,0
walk,2954,1199,0
walk,2949,1197,0
walk,2944,1195,0
walk,2937,1192,0
walk,2930,1189,0
walk,2925,1184,0
walk,2920,1180,0
walk,2915,1174,0
walk,2910,1169,0
walk,2902,1160,0
walk,2898,1155,0
walk,2894,1150,0
walk,2887,1140,0
walk,2884,1136,0
walk,2879,1129,0
walk,2876,1124,0
walk,2872,1118,0
walk,2867,1112,0
walk,2864,1106,0
walk,2860,1099,0
walk,2857,1092,0
walk,2853,1086,0
walk,2849,1080,0
walk,2844,1073,0
walk,2840,1066,0
walk,2834,1060,0
walk,2829,1055,0
walk,2823,1049,0
walk,2818,1046,0
walk,2812,1043,0
walk,2807,1043,0
walk,2802,1044,0
walk,2796,1045,0
walk,2791,1047,0
walk,2782,1049,0
walk,2775,1051,0
walk,2766,1055,0
walk,2758,1055,0
walk,2749,1054,0
walk,2740,1052,0
walk,2731,1050,0
walk,2724,1049,0
walk,2718,1047,0
walk,2709,1046,0
walk,2704,1045,0
walk,2700,1044,0
walk,2694,1043,0
walk,2688,1042,0
walk,2682,1042,0
walk,2670,1041,0
walk,2669,1041,0
walk,2663,1040,0
walk,2655,1039,0
walk,2647,1039,0
walk,2640,1038,0
walk,2632,1037,0
walk,2625,1036,0
walk,2618,1036,0
walk,2607,1035,0
walk,2597,1034,0
walk,2591,1034,0
walk,2581,1032,0
walk,2571,1029,0
walk,2566,1026,0
walk,2561,1023,0
walk,2553,1018,0
walk,2546,1009,0
walk,2539,1002,0
walk,2535,995,0
walk,2531,990,0
walk,2527,982,0
walk,2522,972,0
walk,2517,963,0
walk,2514,956,0
walk,2509,946,0
walk,2506,940,0
walk,2502,932,0
walk,2500,926,0
walk,2496,919,0
walk,2492,912,0
walk,2489,907,0
walk,2486,899,0
walk,2483,894,0
walk,2479,886,0
walk,2475,877,0
walk,2472,870,0
walk,2470,863,0
walk,2466,854,0
walk,2463,846,0
walk,2459,836,0
walk,2456,829,0
walk,2454,823,0
walk,2452,817,0
walk,2449,810,0
walk,2446,802,0
walk,2445,798,0
walk,2441,791,0
walk,2440,783,0
walk,2437,776,0
walk,2434,768,0
walk,2430,758,0
walk,2427,753,0
walk,2424,745,0
walk,2418,734,0
walk,2415,729,0
walk,2407,718,0
walk,2397,702,0
walk,2394,698,0
walk,2390,693,0
walk,2385,687,0
walk,2380,681,0
walk,2375,674,0
walk,2370,668,0
walk,2366,662,0
walk,2360,654,0
walk,2357,650,0
walk,2350,644,0
walk,2344,640,0
walk,2340,636,0
walk,2334,632,0
walk,2329,627,0
walk,2323,624,0
walk,2317,620,0
walk,2311,616,0
walk,2307,614,0
walk,2299,609,0
walk,2296,605,0
walk,2292,601,0
walk,2294,605,0
walk,2290,603,0
walk,2285,600,0
walk,2279,597,0
walk,2274,594,0
walk,2267,591,0
walk,2260,587,0
walk,2254,584,0
walk,2247,581,0
walk,2243,580,0
walk,2237,577,0
walk,2232,575,0
walk,2225,573,0
walk,2218,571,0
walk,2213,569,0
walk,2208,568,0
walk,2202,567,0
walk,2196,565,0
walk,2189,563,0
walk,2182,562,0
walk,2171,559,0
walk,2167,558,0
walk,2157,556,0
walk,2151,555,0
walk,2144,553,0
walk,2137,550,0
walk,2131,548,0
walk,2126,547,0
walk,2121,546,0
walk,2115,544,0
walk,2108,542,0
walk,2103,540,0
walk,2098,538,0
walk,2092,536,0
walk,2085,534,0
walk,2080,532,0
walk,2074,531,0
walk,2067,530,0
walk,2063,530,0
walk,2057,529,0
walk,2051,529,0
walk,2049,530,0
walk,2046,530,0
walk,2042,531,0
walk,2035,531,0
walk,2029,532,0
walk,2023,532,0
walk,2012,532,0
walk,2004,532,0
walk,1997,531,0
walk,1992,531,0
walk,1985,530,0
walk,1982,531,0
walk,1975,530,0
walk,1968,530,0
walk,1963,528,0
walk,1957,526,0
walk,1951,524,0
walk,1946,522,0
walk,1943,520,0
walk,1939,517,0
walk,1933,512,0
walk,1927,507,0
walk,1919,499,0
walk,1916,492,0
walk,1913,488,0
walk,1908,479,0
walk,1903,470,0
walk,1899,464,0
walk,1894,455,0
walk,1888,445,0
walk,1883,438,0
walk,1877,429,0
walk,1872,419,0
walk,1868,410,0
walk,1865,401,0
walk,1861,390,0
walk,1858,374,0
walk,1855,363,0
walk,1852,350,0
walk,1850,344,0
walk,1850,337,0
walk,1849,330,0
walk,1849,323,0
walk,1849,314,0
walk,1849,306,0
walk,1849,297,0
walk,1849,288,0
walk,1850,281,0
walk,1851,273,0
walk,1852,266,0
walk,1853,257,0
walk,1855,246,0
walk,1856,236,0
walk,1856,228,0
walk,1856,223,0
walk,1857,218,0
walk,1857,211,0
walk,1858,204,0
walk,1858,196,0
walk,1858,188,0
walk,1858,180,0
walk,1858,174,0
walk,1857,160,0
walk,1856,154,0
walk,1854,147,0
walk,1850,137,0
walk,1847,128,0
walk,1843,119,0
walk,1839,112,0
walk,1835,105,0
walk,1831,100,0
walk,1827,95,0
walk,1824,90,0
walk,1819,83,0
walk,1809,70,0
walk,1805,65,0
walk,1801,60,0
walk,1798,56,0
walk,1792,48,0
walk,1788,44,0
walk,1781,36,0
walk,1775,28,0
walk,1772,26,0
walk,1766,22,0
walk,1758,15,0
walk,1746,11,0
walk,1739,8,0
walk,1730,5,0
walk,1723,3,0
walk,1711,0,0
walk,1707,0,0
walk,1699,0,0
walk,1694,0,0
walk,1688,0,0
walk,1681,1,0
walk,1675,0,0
walk,1669,0,0
walk,1659,-2,0
walk,1649,-5,0
walk,1641,-7,0
walk,1635,-7,0
walk,1627,-9,0
walk,1617,-11,0
walk,1608,-14,0
walk,1601,-15,0
walk,1594,-16,0
walk,1588,-17,0
walk,1582,-18,0
wait,5000
teleport,Sandal Bilet Satıcısı Salmai,Sandal Bilet Satıcıs Rahan
wait,5000
walk,1043,-47,0
walk,1035,-43,0
walk,1025,-39,0
walk,1015,-35,0
walk,1004,-32,0
walk,993,-29,0
walk,986,-26,0
walk,977,-24,0
walk,967,-21,0
walk,953,-18,0
walk,944,-17,0
walk,934,-14,0
walk,922,-12,0
walk,906,-11,0
walk,898,-12,0
walk,888,-11,0
walk,880,-9,0
walk,872,-7,0
walk,865,-5,0
walk,856,-3,0
walk,847,0,0
walk,837,4,0
walk,831,6,0
walk,821,10,0
walk,814,13,0
walk,806,16,0
walk,800,19,0
walk,793,22,0
walk,786,25,0
walk,774,31,0
walk,769,33,0
walk,764,36,0
walk,757,40,0
walk,751,43,0
walk,746,46,0
walk,741,50,0
walk,735,53,0
walk,730,56,0
walk,723,59,0
walk,717,63,0
walk,712,66,0
walk,706,69,0
walk,701,71,0
walk,694,74,0
walk,689,76,0
walk,681,79,0
walk,673,81,0
walk,665,82,0
walk,658,82,0
walk,652,81,0
walk,644,79,0
walk,632,76,0
walk,623,74,0
walk,614,72,0
walk,607,70,0
walk,595,68,0
walk,583,65,0
walk,577,63,0
walk,569,62,0
walk,562,60,0
walk,556,59,0
walk,548,57,0
walk,541,56,0
walk,535,55,0
walk,529,55,0
walk,519,54,0
walk,515,53,0
walk,508,52,0
walk,497,50,0
walk,491,50,0
walk,483,49,0
walk,475,49,0
walk,467,49,0
walk,460,49,0
walk,451,48,0
walk,445,48,0
walk,439,48,0
walk,434,49,0
walk,428,49,0
walk,419,49,0
walk,412,49,0
walk,404,49,0
walk,393,49,0
walk,386,49,0
walk,377,49,0
walk,370,49,0
walk,362,49,0
walk,357,49,11
walk,317,48,13
walk,307,47,11
walk,274,48,63
walk,250,48,173
walk,233,47,244
walk,178,42,243
walk,166,43,243
walk,153,27,244
walk,147,14,243
walk,150,4,243
walk,153,15,243
walk,147,6,243
settletargettrading
wait,5000
walk,136,17,244
terminate,transport
wait,2000
walk,126,31,244
walk,116,36,244
unequip,Beginner Warrior Outfit (M)
wait,5000
